LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE/KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,NO_OF_OWNERS,VEHICLE_TYPE,MILEAGE_KM
https://www.sgcarmart.com/used_cars/info.php?ID=905799&DL=3028,Audi,86000,11860,30-Jul-2016,,2016.0,624.0,Auto,55423.0,20/06/2020,32178.0,27050.0,57508.0,2229.0,1395.0,2.0,Luxury Sedan,52000.0
https://www.sgcarmart.com/used_cars/info.php?ID=898868&DL=1277,Honda,,,07-Dec-2007,,2007.0,1271.0,Auto,,20/06/2020,17444.0,19189.0,25925.0,886.0,1799.0,2.0,MPV,
https://www.sgcarmart.com/used_cars/info.php?ID=869515&DL=3507,Toyota,72800,8660,10-Apr-2018,,2017.0,682.0,Auto,37580.0,20/06/2020,27383.0,10337.0,38200.0,2825.0,1496.0,1.0,MPV,
https://www.sgcarmart.com/used_cars/info.php?ID=903565&DL=2217,Hyundai,65800,7180,01-Oct-2018,,2018.0,738.0,Auto,34457.0,20/06/2020,12572.0,12572.0,30209.0,3010.0,1591.0,1.0,Mid-Sized Sedan,40000.0
https://www.sgcarmart.com/used_cars/info.php?ID=863667&DL=1213,Mercedes-Benz,195800,19390,28-May-2018,,2017.0,1202.0,Auto,92167.0,20/06/2020,62061.0,83710.0,37010.0,2592.0,1991.0,1.0,Sports Car,22637.0
https://www.sgcarmart.com/used_cars/info.php?ID=897809&DL=3317,Chevrolet,66800,8180,31-Aug-2017,,2017.0,604.0,Auto,38075.0,20/06/2020,15880.0,15880.0,52751.0,2615.0,1362.0,1.0,MPV,28000.0
https://www.sgcarmart.com/used_cars/info.php?ID=878341&DL=1104,Mercedes-Benz,62800,6280,18-Aug-2010,,2010.0,974.0,Auto,,20/06/2020,38917.0,38917.0,,,1796.0,3.0,Luxury Sedan,128800.0
https://www.sgcarmart.com/used_cars/info.php?ID=889352&DL=1300,Mazda,58900,7910,26-Apr-2017,,2017.0,682.0,Auto,41423.0,20/06/2020,14476.0,9476.0,50101.0,2195.0,1496.0,2.0,Mid-Sized Sedan,25000.0
https://www.sgcarmart.com/used_cars/info.php?ID=901570&DL=2128,Toyota,,,01-Sep-2006,,2006.0,1039.0,Auto,,20/06/2020,15498.0,17048.0,25759.0,426.0,1598.0,3.0,Mid-Sized Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=903270&DL=1079,Toyota,,,04-Aug-2006,,2006.0,2293.0,Auto,,20/06/2020,32683.0,35952.0,25815.0,396.0,2362.0,5.0,MPV,
https://www.sgcarmart.com/used_cars/info.php?ID=899175&DL=2251,Toyota,14800,7730,21-May-2007,,2007.0,889.0,Auto,9703.0,20/06/2020,12878.0,14166.0,25333.0,,1497.0,3.0,Mid-Sized Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=903166&DL=1127,BMW,113000,11860,30-Apr-2018,,2017.0,684.0,Auto,58746.0,20/06/2020,33947.0,39526.0,37010.0,2564.0,1499.0,1.0,Luxury Sedan,36500.0
https://www.sgcarmart.com/used_cars/info.php?ID=905559&DL=2578,Volkswagen,80800,9990,31-Jul-2017,,2015.0,508.0,Auto,45031.0,20/06/2020,19453.0,19453.0,42801.0,2585.0,1197.0,1.0,Hatchback,15000.0
https://www.sgcarmart.com/used_cars/info.php?ID=894164&DL=2175,Mercedes-Benz,55800,10340,16-Jan-2015,,2014.0,740.0,Auto,41182.0,20/06/2020,25004.0,17006.0,63990.0,1646.0,1595.0,2.0,Hatchback,71000.0
https://www.sgcarmart.com/used_cars/info.php?ID=904353&DL=1198,Honda,34500,7000,26-May-2010,,2008.0,740.0,Auto,16213.0,20/06/2020,23792.0,23792.0,16438.0,1495.0,1595.0,1.0,Mid-Sized Sedan,117144.0
https://www.sgcarmart.com/used_cars/info.php?ID=903368&DL=1099,Toyota,31800,6360,13-Jan-2011,,2010.0,,Manual,,20/06/2020,25387.0,1270.0,,,2982.0,,Van,160000.0
https://www.sgcarmart.com/used_cars/info.php?ID=883415&DL=2189,Toyota,,,28-Dec-2016,,2016.0,1792.0,Auto,,20/06/2020,45431.0,55604.0,54901.0,2377.0,2494.0,1.0,MPV,
https://www.sgcarmart.com/used_cars/info.php?ID=899376&DL=3456,Nissan,18500,6280,02-Jun-2008,,2007.0,821.0,Auto,11248.0,20/06/2020,14393.0,14393.0,19096.0,761.0,1498.0,2.0,Mid-Sized Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=904789&DL=2315,Honda,66888,8580,24-May-2017,,2017.0,682.0,Auto,46952.0,20/06/2020,19951.0,14951.0,51600.0,2223.0,1496.0,2.0,SUV,
https://www.sgcarmart.com/used_cars/info.php?ID=881343&DL=1428,Mercedes-Benz,193988,16490,17-Jan-2020,,2018.0,1202.0,Auto,89586.0,20/06/2020,55580.0,72044.0,37109.0,3472.0,1991.0,1.0,Luxury Sedan,50.0
https://www.sgcarmart.com/used_cars/info.php?ID=901830&DL=3271,Honda,,,25-Jun-2010,,2009.0,978.0,Auto,,20/06/2020,26187.0,26187.0,,,1799.0,3.0,MPV,
